WaitType,Time,MillisecondsWaiting
Buffer Latch,2018-02-01T01:00:00Z,15996
CPU,2018-02-01T01:00:00Z,98038
Latch,2018-02-01T01:00:00Z,0
Lock,2018-02-01T01:00:00Z,43102
Memory,2018-02-01T01:00:00Z,7605
Network IO,2018-02-01T01:00:00Z,66
OTHER,2018-02-01T01:00:00Z,32003162
Other Disk IO,2018-02-01T01:00:00Z,0
Parallelism,2018-02-01T01:00:00Z,0
Preemptive,2018-02-01T01:00:00Z,10260
Replication,2018-02-01T01:00:00Z,0
SQL CLR,2018-02-01T01:00:00Z,0
Service Broker,2018-02-01T01:00:00Z,0
Tracing,2018-02-01T01:00:00Z,5
Tran Log IO,2018-02-01T01:00:00Z,813120
Worker Thread,2018-02-01T01:00:00Z,0
Buffer IO,2018-02-01T02:00:00Z,119097
Buffer Latch,2018-02-01T02:00:00Z,17132
CPU,2018-02-01T02:00:00Z,227878
Latch,2018-02-01T02:00:00Z,0
Lock,2018-02-01T02:00:00Z,83582
Memory,2018-02-01T02:00:00Z,7128
Network IO,2018-02-01T02:00:00Z,25
OTHER,2018-02-01T02:00:00Z,31532999
Other Disk IO,2018-02-01T02:00:00Z,0
Parallelism,2018-02-01T02:00:00Z,0
Preemptive,2018-02-01T02:00:00Z,12469
Replication,2018-02-01T02:00:00Z,0
SQL CLR,2018-02-01T02:00:00Z,0
Service Broker,2018-02-01T02:00:00Z,0
Tracing,2018-02-01T02:00:00Z,17
Tran Log IO,2018-02-01T02:00:00Z,924741
Worker Thread,2018-02-01T02:00:00Z,27
Buffer IO,2018-02-01T03:00:00Z,63900
Buffer Latch,2018-02-01T03:00:00Z,12786
CPU,2018-02-01T03:00:00Z,208953
Latch,2018-02-01T03:00:00Z,13
Lock,2018-02-01T03:00:00Z,39550
Memory,2018-02-01T03:00:00Z,5211
Network IO,2018-02-01T03:00:00Z,61
OTHER,2018-02-01T03:00:00Z,33720241
Other Disk IO,2018-02-01T03:00:00Z,0
Parallelism,2018-02-01T03:00:00Z,0
Preemptive,2018-02-01T03:00:00Z,21282
Replication,2018-02-01T03:00:00Z,0
SQL CLR,2018-02-01T03:00:00Z,0
Service Broker,2018-02-01T03:00:00Z,0
Tracing,2018-02-01T03:00:00Z,8
Tran Log IO,2018-02-01T03:00:00Z,759576
Worker Thread,2018-02-01T03:00:00Z,1
Buffer IO,2018-02-01T04:00:00Z,42653
Buffer Latch,2018-02-01T04:00:00Z,11761
CPU,2018-02-01T04:00:00Z,224657
Latch,2018-02-01T04:00:00Z,0
Lock,2018-02-01T04:00:00Z,43227
Memory,2018-02-01T04:00:00Z,5969
Network IO,2018-02-01T04:00:00Z,82
OTHER,2018-02-01T04:00:00Z,34288319
Other Disk IO,2018-02-01T04:00:00Z,0
Parallelism,2018-02-01T04:00:00Z,0
Preemptive,2018-02-01T04:00:00Z,24073
Replication,2018-02-01T04:00:00Z,0
SQL CLR,2018-02-01T04:00:00Z,0
Service Broker,2018-02-01T04:00:00Z,0
Tracing,2018-02-01T04:00:00Z,86
Tran Log IO,2018-02-01T04:00:00Z,459397
Worker Thread,2018-02-01T04:00:00Z,0
Buffer IO,2018-02-01T05:00:00Z,298616
Buffer Latch,2018-02-01T05:00:00Z,28864
CPU,2018-02-01T05:00:00Z,1661553
Latch,2018-02-01T05:00:00Z,113411
Lock,2018-02-01T05:00:00Z,1695911
Memory,2018-02-01T05:00:00Z,12893
Network IO,2018-02-01T05:00:00Z,94
OTHER,2018-02-01T05:00:00Z,31180179
Other Disk IO,2018-02-01T05:00:00Z,0
Parallelism,2018-02-01T05:00:00Z,305928
Preemptive,2018-02-01T05:00:00Z,33883
Replication,2018-02-01T05:00:00Z,0
SQL CLR,2018-02-01T05:00:00Z,143
Service Broker,2018-02-01T05:00:00Z,0
Tracing,2018-02-01T05:00:00Z,174
Tran Log IO,2018-02-01T05:00:00Z,1658391
Worker Thread,2018-02-01T05:00:00Z,9
Buffer IO,2018-02-01T06:00:00Z,178935
Buffer Latch,2018-02-01T06:00:00Z,48135
CPU,2018-02-01T06:00:00Z,2660234
Latch,2018-02-01T06:00:00Z,6366
Lock,2018-02-01T06:00:00Z,2782146
Memory,2018-02-01T06:00:00Z,46153
Network IO,2018-02-01T06:00:00Z,326
OTHER,2018-02-01T06:00:00Z,27579249
Other Disk IO,2018-02-01T06:00:00Z,76872
Parallelism,2018-02-01T06:00:00Z,798121
Preemptive,2018-02-01T06:00:00Z,49840
Replication,2018-02-01T06:00:00Z,0
SQL CLR,2018-02-01T06:00:00Z,0
Service Broker,2018-02-01T06:00:00Z,0
Tracing,2018-02-01T06:00:00Z,1030
Tran Log IO,2018-02-01T06:00:00Z,1276936
Worker Thread,2018-02-01T06:00:00Z,1
Buffer IO,2018-02-01T07:00:00Z,94395
Buffer Latch,2018-02-01T07:00:00Z,46745
CPU,2018-02-01T07:00:00Z,2812520
Latch,2018-02-01T07:00:00Z,3719
Lock,2018-02-01T07:00:00Z,3257428
Memory,2018-02-01T07:00:00Z,45912
Network IO,2018-02-01T07:00:00Z,175
OTHER,2018-02-01T07:00:00Z,27367845
Other Disk IO,2018-02-01T07:00:00Z,6802
Parallelism,2018-02-01T07:00:00Z,827379
Preemptive,2018-02-01T07:00:00Z,65127
Replication,2018-02-01T07:00:00Z,0
SQL CLR,2018-02-01T07:00:00Z,0
Service Broker,2018-02-01T07:00:00Z,0
Tracing,2018-02-01T07:00:00Z,793
Tran Log IO,2018-02-01T07:00:00Z,1263629
Worker Thread,2018-02-01T07:00:00Z,31
Buffer IO,2018-02-01T08:00:00Z,247821
Buffer Latch,2018-02-01T08:00:00Z,47674
CPU,2018-02-01T08:00:00Z,2458236
Latch,2018-02-01T08:00:00Z,2849
Lock,2018-02-01T08:00:00Z,2383633
Memory,2018-02-01T08:00:00Z,38077
Network IO,2018-02-01T08:00:00Z,67
OTHER,2018-02-01T08:00:00Z,24610618
Other Disk IO,2018-02-01T08:00:00Z,391192
Parallelism,2018-02-01T08:00:00Z,700546
Preemptive,2018-02-01T08:00:00Z,41457
Replication,2018-02-01T08:00:00Z,0
SQL CLR,2018-02-01T08:00:00Z,0
Service Broker,2018-02-01T08:00:00Z,0
Tracing,2018-02-01T08:00:00Z,158
Tran Log IO,2018-02-01T08:00:00Z,2242766
Worker Thread,2018-02-01T08:00:00Z,182
Buffer IO,2018-02-01T09:00:00Z,177702
Buffer Latch,2018-02-01T09:00:00Z,34860
CPU,2018-02-01T09:00:00Z,2495806
Latch,2018-02-01T09:00:00Z,2809
Lock,2018-02-01T09:00:00Z,2849210
Memory,2018-02-01T09:00:00Z,38422
Network IO,2018-02-01T09:00:00Z,85
OTHER,2018-02-01T09:00:00Z,25514276
Other Disk IO,2018-02-01T09:00:00Z,10620
Parallelism,2018-02-01T09:00:00Z,741578
Preemptive,2018-02-01T09:00:00Z,43985
Replication,2018-02-01T09:00:00Z,0
SQL CLR,2018-02-01T09:00:00Z,0
Service Broker,2018-02-01T09:00:00Z,0
Tracing,2018-02-01T09:00:00Z,45
Tran Log IO,2018-02-01T09:00:00Z,1536958
Worker Thread,2018-02-01T09:00:00Z,0
Buffer IO,2018-02-01T10:00:00Z,129220
Buffer Latch,2018-02-01T10:00:00Z,47838
CPU,2018-02-01T10:00:00Z,2420584
Latch,2018-02-01T10:00:00Z,2396
Lock,2018-02-01T10:00:00Z,3201030
Memory,2018-02-01T10:00:00Z,42596
Network IO,2018-02-01T10:00:00Z,14
OTHER,2018-02-01T10:00:00Z,28189618
Other Disk IO,2018-02-01T10:00:00Z,7320
Parallelism,2018-02-01T10:00:00Z,853742
Preemptive,2018-02-01T10:00:00Z,47894
Replication,2018-02-01T10:00:00Z,0
SQL CLR,2018-02-01T10:00:00Z,0
Service Broker,2018-02-01T10:00:00Z,0
Tracing,2018-02-01T10:00:00Z,192
Tran Log IO,2018-02-01T10:00:00Z,1634779
Worker Thread,2018-02-01T10:00:00Z,0
Buffer IO,2018-02-01T11:00:00Z,352386
Buffer Latch,2018-02-01T11:00:00Z,38827
CPU,2018-02-01T11:00:00Z,3566574
Latch,2018-02-01T11:00:00Z,14331
Lock,2018-02-01T11:00:00Z,1909237
Memory,2018-02-01T11:00:00Z,56935
Network IO,2018-02-01T11:00:00Z,29
OTHER,2018-02-01T11:00:00Z,29256283
Other Disk IO,2018-02-01T11:00:00Z,6587
Parallelism,2018-02-01T11:00:00Z,3186639
Preemptive,2018-02-01T11:00:00Z,57894
Replication,2018-02-01T11:00:00Z,0
SQL CLR,2018-02-01T11:00:00Z,0
Service Broker,2018-02-01T11:00:00Z,0
Tracing,2018-02-01T11:00:00Z,410
Tran Log IO,2018-02-01T11:00:00Z,2034033
Worker Thread,2018-02-01T11:00:00Z,17
Buffer IO,2018-02-01T12:00:00Z,220185
Buffer Latch,2018-02-01T12:00:00Z,48858
CPU,2018-02-01T12:00:00Z,2376113
Latch,2018-02-01T12:00:00Z,3475
Lock,2018-02-01T12:00:00Z,1869966
Memory,2018-02-01T12:00:00Z,36267
Network IO,2018-02-01T12:00:00Z,81
OTHER,2018-02-01T12:00:00Z,25657098
Other Disk IO,2018-02-01T12:00:00Z,8531
Parallelism,2018-02-01T12:00:00Z,784138
Preemptive,2018-02-01T12:00:00Z,34019
Replication,2018-02-01T12:00:00Z,0
SQL CLR,2018-02-01T12:00:00Z,0
Service Broker,2018-02-01T12:00:00Z,0
Tracing,2018-02-01T12:00:00Z,685
Tran Log IO,2018-02-01T12:00:00Z,1721550
Worker Thread,2018-02-01T12:00:00Z,56
Buffer IO,2018-02-01T13:00:00Z,241577
Buffer Latch,2018-02-01T13:00:00Z,32493
CPU,2018-02-01T13:00:00Z,3387206
Latch,2018-02-01T13:00:00Z,8520
Lock,2018-02-01T13:00:00Z,2461835
Memory,2018-02-01T13:00:00Z,44480
Network IO,2018-02-01T13:00:00Z,196
OTHER,2018-02-01T13:00:00Z,26505378
Other Disk IO,2018-02-01T13:00:00Z,8166
Parallelism,2018-02-01T13:00:00Z,1406885
Preemptive,2018-02-01T13:00:00Z,50121
Replication,2018-02-01T13:00:00Z,0
SQL CLR,2018-02-01T13:00:00Z,0
Service Broker,2018-02-01T13:00:00Z,0
Tracing,2018-02-01T13:00:00Z,687
Tran Log IO,2018-02-01T13:00:00Z,1608538
Worker Thread,2018-02-01T13:00:00Z,1
Buffer IO,2018-02-01T14:00:00Z,160316
Buffer Latch,2018-02-01T14:00:00Z,31911
CPU,2018-02-01T14:00:00Z,2423989
Latch,2018-02-01T14:00:00Z,1759
Lock,2018-02-01T14:00:00Z,1682144
Memory,2018-02-01T14:00:00Z,32120
Network IO,2018-02-01T14:00:00Z,21
OTHER,2018-02-01T14:00:00Z,29798646
Other Disk IO,2018-02-01T14:00:00Z,12434
Parallelism,2018-02-01T14:00:00Z,801633
Preemptive,2018-02-01T14:00:00Z,53894
Replication,2018-02-01T14:00:00Z,0
SQL CLR,2018-02-01T14:00:00Z,0
Service Broker,2018-02-01T14:00:00Z,0
Tracing,2018-02-01T14:00:00Z,298
Tran Log IO,2018-02-01T14:00:00Z,1585677
Worker Thread,2018-02-01T14:00:00Z,43
Buffer IO,2018-02-01T15:00:00Z,78489
Buffer Latch,2018-02-01T15:00:00Z,168063
CPU,2018-02-01T15:00:00Z,4326659
Latch,2018-02-01T15:00:00Z,13144
Lock,2018-02-01T15:00:00Z,2443954
Memory,2018-02-01T15:00:00Z,53792
Network IO,2018-02-01T15:00:00Z,607
OTHER,2018-02-01T15:00:00Z,30684230
Other Disk IO,2018-02-01T15:00:00Z,5268
Parallelism,2018-02-01T15:00:00Z,1466880
Preemptive,2018-02-01T15:00:00Z,72543
Replication,2018-02-01T15:00:00Z,0
SQL CLR,2018-02-01T15:00:00Z,0
Service Broker,2018-02-01T15:00:00Z,0
Tracing,2018-02-01T15:00:00Z,578
Tran Log IO,2018-02-01T15:00:00Z,938685
Transaction,2018-02-01T15:00:00Z,0
Worker Thread,2018-02-01T15:00:00Z,12
Buffer IO,2018-02-01T16:00:00Z,140557
Buffer Latch,2018-02-01T16:00:00Z,58091
CPU,2018-02-01T16:00:00Z,2644885
Latch,2018-02-01T16:00:00Z,1960
Lock,2018-02-01T16:00:00Z,1662355
Memory,2018-02-01T16:00:00Z,36085
Network IO,2018-02-01T16:00:00Z,205
OTHER,2018-02-01T16:00:00Z,30468515
Other Disk IO,2018-02-01T16:00:00Z,6272
Parallelism,2018-02-01T16:00:00Z,824113
Preemptive,2018-02-01T16:00:00Z,53224
Replication,2018-02-01T16:00:00Z,0
SQL CLR,2018-02-01T16:00:00Z,0
Service Broker,2018-02-01T16:00:00Z,0
Tracing,2018-02-01T16:00:00Z,1015
Tran Log IO,2018-02-01T16:00:00Z,1499355
Transaction,2018-02-01T16:00:00Z,0
Worker Thread,2018-02-01T16:00:00Z,1
Buffer IO,2018-02-01T17:00:00Z,4469975
Buffer Latch,2018-02-01T17:00:00Z,36628
CPU,2018-02-01T17:00:00Z,6899141
Latch,2018-02-01T17:00:00Z,8406
Lock,2018-02-01T17:00:00Z,2820638
Memory,2018-02-01T17:00:00Z,53423
Network IO,2018-02-01T17:00:00Z,75
OTHER,2018-02-01T17:00:00Z,28914181
Other Disk IO,2018-02-01T17:00:00Z,7300
Parallelism,2018-02-01T17:00:00Z,22369783
Preemptive,2018-02-01T17:00:00Z,64495
Replication,2018-02-01T17:00:00Z,10651
SQL CLR,2018-02-01T17:00:00Z,0
Service Broker,2018-02-01T17:00:00Z,0
Tracing,2018-02-01T17:00:00Z,156
Tran Log IO,2018-02-01T17:00:00Z,1687836
Transaction,2018-02-01T17:00:00Z,0
Worker Thread,2018-02-01T17:00:00Z,177
Buffer IO,2018-02-01T18:00:00Z,285581
Buffer Latch,2018-02-01T18:00:00Z,655929
CPU,2018-02-01T18:00:00Z,2527217
Latch,2018-02-01T18:00:00Z,1283
Lock,2018-02-01T18:00:00Z,2184567
Memory,2018-02-01T18:00:00Z,40140
Network IO,2018-02-01T18:00:00Z,161087
OTHER,2018-02-01T18:00:00Z,28587517
Other Disk IO,2018-02-01T18:00:00Z,45666
Parallelism,2018-02-01T18:00:00Z,8870857
Preemptive,2018-02-01T18:00:00Z,45981
Replication,2018-02-01T18:00:00Z,0
SQL CLR,2018-02-01T18:00:00Z,0
Service Broker,2018-02-01T18:00:00Z,0
Tracing,2018-02-01T18:00:00Z,503
Tran Log IO,2018-02-01T18:00:00Z,1788322
Transaction,2018-02-01T18:00:00Z,0
Worker Thread,2018-02-01T18:00:00Z,0
Buffer IO,2018-02-01T19:00:00Z,349515
Buffer Latch,2018-02-01T19:00:00Z,68857
CPU,2018-02-01T19:00:00Z,3113386
Latch,2018-02-01T19:00:00Z,3161
Lock,2018-02-01T19:00:00Z,1262538
Memory,2018-02-01T19:00:00Z,44801
Network IO,2018-02-01T19:00:00Z,98
OTHER,2018-02-01T19:00:00Z,24903837
Other Disk IO,2018-02-01T19:00:00Z,6003
Parallelism,2018-02-01T19:00:00Z,1354966
Preemptive,2018-02-01T19:00:00Z,37531
Replication,2018-02-01T19:00:00Z,0
SQL CLR,2018-02-01T19:00:00Z,0
Service Broker,2018-02-01T19:00:00Z,0
Tracing,2018-02-01T19:00:00Z,695
Tran Log IO,2018-02-01T19:00:00Z,1514987
Transaction,2018-02-01T19:00:00Z,0
Worker Thread,2018-02-01T19:00:00Z,0
Buffer IO,2018-02-01T20:00:00Z,160883
Buffer Latch,2018-02-01T20:00:00Z,33319
CPU,2018-02-01T20:00:00Z,2175506
Latch,2018-02-01T20:00:00Z,1062
Lock,2018-02-01T20:00:00Z,1320787
Memory,2018-02-01T20:00:00Z,35297
Network IO,2018-02-01T20:00:00Z,70
OTHER,2018-02-01T20:00:00Z,25350998
Other Disk IO,2018-02-01T20:00:00Z,6031
Parallelism,2018-02-01T20:00:00Z,912774
Preemptive,2018-02-01T20:00:00Z,32745
Replication,2018-02-01T20:00:00Z,0
SQL CLR,2018-02-01T20:00:00Z,0
Service Broker,2018-02-01T20:00:00Z,1
Tracing,2018-02-01T20:00:00Z,214
Tran Log IO,2018-02-01T20:00:00Z,1225645
Transaction,2018-02-01T20:00:00Z,0
Worker Thread,2018-02-01T20:00:00Z,289
Buffer IO,2018-02-01T21:00:00Z,152098
Buffer Latch,2018-02-01T21:00:00Z,47896
CPU,2018-02-01T21:00:00Z,2436417
Latch,2018-02-01T21:00:00Z,1103
Lock,2018-02-01T21:00:00Z,1678296
Memory,2018-02-01T21:00:00Z,37869
Network IO,2018-02-01T21:00:00Z,43
OTHER,2018-02-01T21:00:00Z,25952670
Other Disk IO,2018-02-01T21:00:00Z,9583
Parallelism,2018-02-01T21:00:00Z,950552
Preemptive,2018-02-01T21:00:00Z,42693
Replication,2018-02-01T21:00:00Z,0
SQL CLR,2018-02-01T21:00:00Z,0
Service Broker,2018-02-01T21:00:00Z,0
Tracing,2018-02-01T21:00:00Z,162
Tran Log IO,2018-02-01T21:00:00Z,1540965
Transaction,2018-02-01T21:00:00Z,0
Worker Thread,2018-02-01T21:00:00Z,40
Buffer IO,2018-02-01T22:00:00Z,158677
Buffer Latch,2018-02-01T22:00:00Z,68095
CPU,2018-02-01T22:00:00Z,2952004
Latch,2018-02-01T22:00:00Z,516
Lock,2018-02-01T22:00:00Z,2030259
Memory,2018-02-01T22:00:00Z,30504
Network IO,2018-02-01T22:00:00Z,100
OTHER,2018-02-01T22:00:00Z,26692673
Other Disk IO,2018-02-01T22:00:00Z,10167
Parallelism,2018-02-01T22:00:00Z,1082685
Preemptive,2018-02-01T22:00:00Z,48676
Replication,2018-02-01T22:00:00Z,0
SQL CLR,2018-02-01T22:00:00Z,0
Service Broker,2018-02-01T22:00:00Z,0
Tracing,2018-02-01T22:00:00Z,1035
Tran Log IO,2018-02-01T22:00:00Z,1808964
Transaction,2018-02-01T22:00:00Z,0
Worker Thread,2018-02-01T22:00:00Z,2
Buffer IO,2018-02-01T23:00:00Z,175980
Buffer Latch,2018-02-01T23:00:00Z,36932
CPU,2018-02-01T23:00:00Z,2810391
Latch,2018-02-01T23:00:00Z,523
Lock,2018-02-01T23:00:00Z,2639467
Memory,2018-02-01T23:00:00Z,33672
Network IO,2018-02-01T23:00:00Z,82
OTHER,2018-02-01T23:00:00Z,26429651
Other Disk IO,2018-02-01T23:00:00Z,7315
Parallelism,2018-02-01T23:00:00Z,1099813
Preemptive,2018-02-01T23:00:00Z,41766
Replication,2018-02-01T23:00:00Z,0
SQL CLR,2018-02-01T23:00:00Z,0
Service Broker,2018-02-01T23:00:00Z,0
Tracing,2018-02-01T23:00:00Z,338
Tran Log IO,2018-02-01T23:00:00Z,1597526
Transaction,2018-02-01T23:00:00Z,3001
Worker Thread,2018-02-01T23:00:00Z,23
Buffer IO,2018-02-02T00:00:00Z,180503
Buffer Latch,2018-02-02T00:00:00Z,44053
CPU,2018-02-02T00:00:00Z,3226765
Latch,2018-02-02T00:00:00Z,392
Lock,2018-02-02T00:00:00Z,3045669
Memory,2018-02-02T00:00:00Z,33406
Network IO,2018-02-02T00:00:00Z,98
OTHER,2018-02-02T00:00:00Z,26381308
Other Disk IO,2018-02-02T00:00:00Z,11052
Parallelism,2018-02-02T00:00:00Z,867951
Preemptive,2018-02-02T00:00:00Z,47620
Replication,2018-02-02T00:00:00Z,0
SQL CLR,2018-02-02T00:00:00Z,0
Service Broker,2018-02-02T00:00:00Z,0
Tracing,2018-02-02T00:00:00Z,438
Tran Log IO,2018-02-02T00:00:00Z,1712657
Transaction,2018-02-02T00:00:00Z,0
Worker Thread,2018-02-02T00:00:00Z,0
Buffer IO,2018-02-02T01:00:00Z,200475
Buffer Latch,2018-02-02T01:00:00Z,28424
CPU,2018-02-02T01:00:00Z,3529861
Latch,2018-02-02T01:00:00Z,537
Lock,2018-02-02T01:00:00Z,3459839
Memory,2018-02-02T01:00:00Z,31560
Network IO,2018-02-02T01:00:00Z,189
OTHER,2018-02-02T01:00:00Z,24031499
Other Disk IO,2018-02-02T01:00:00Z,11817
Parallelism,2018-02-02T01:00:00Z,881334
Preemptive,2018-02-02T01:00:00Z,47884
Replication,2018-02-02T01:00:00Z,0
SQL CLR,2018-02-02T01:00:00Z,0
Service Broker,2018-02-02T01:00:00Z,0
Tracing,2018-02-02T01:00:00Z,244
Tran Log IO,2018-02-02T01:00:00Z,1843592
Transaction,2018-02-02T01:00:00Z,0
Worker Thread,2018-02-02T01:00:00Z,0
Buffer IO,2018-02-02T02:00:00Z,235241
Buffer Latch,2018-02-02T02:00:00Z,89519
CPU,2018-02-02T02:00:00Z,3105354
Latch,2018-02-02T02:00:00Z,173
Lock,2018-02-02T02:00:00Z,3922270
Memory,2018-02-02T02:00:00Z,42116
Network IO,2018-02-02T02:00:00Z,50
OTHER,2018-02-02T02:00:00Z,23277289
Other Disk IO,2018-02-02T02:00:00Z,9218
Parallelism,2018-02-02T02:00:00Z,934303
Preemptive,2018-02-02T02:00:00Z,43210
Replication,2018-02-02T02:00:00Z,0
SQL CLR,2018-02-02T02:00:00Z,0
Service Broker,2018-02-02T02:00:00Z,0
Tracing,2018-02-02T02:00:00Z,69
Tran Log IO,2018-02-02T02:00:00Z,1687532
Transaction,2018-02-02T02:00:00Z,0
Worker Thread,2018-02-02T02:00:00Z,0
Buffer IO,2018-02-02T03:00:00Z,226401
Buffer Latch,2018-02-02T03:00:00Z,44492
CPU,2018-02-02T03:00:00Z,3634508
Latch,2018-02-02T03:00:00Z,930
Lock,2018-02-02T03:00:00Z,3870008
Memory,2018-02-02T03:00:00Z,40264
Network IO,2018-02-02T03:00:00Z,41
OTHER,2018-02-02T03:00:00Z,23594729
Other Disk IO,2018-02-02T03:00:00Z,404443
Parallelism,2018-02-02T03:00:00Z,956913
Preemptive,2018-02-02T03:00:00Z,45829
Replication,2018-02-02T03:00:00Z,0
SQL CLR,2018-02-02T03:00:00Z,0
Service Broker,2018-02-02T03:00:00Z,0
Tracing,2018-02-02T03:00:00Z,159
Tran Log IO,2018-02-02T03:00:00Z,2035641
Transaction,2018-02-02T03:00:00Z,0
Worker Thread,2018-02-02T03:00:00Z,77
Buffer IO,2018-02-02T04:00:00Z,164152
Buffer Latch,2018-02-02T04:00:00Z,17323
CPU,2018-02-02T04:00:00Z,2201785
Latch,2018-02-02T04:00:00Z,581
Lock,2018-02-02T04:00:00Z,3317789
Memory,2018-02-02T04:00:00Z,32797
Network IO,2018-02-02T04:00:00Z,112
OTHER,2018-02-02T04:00:00Z,21857305
Other Disk IO,2018-02-02T04:00:00Z,6533
Parallelism,2018-02-02T04:00:00Z,802044
Preemptive,2018-02-02T04:00:00Z,31854
Replication,2018-02-02T04:00:00Z,0
SQL CLR,2018-02-02T04:00:00Z,0
Service Broker,2018-02-02T04:00:00Z,0
Tracing,2018-02-02T04:00:00Z,486
Tran Log IO,2018-02-02T04:00:00Z,1105179
Transaction,2018-02-02T04:00:00Z,0
Worker Thread,2018-02-02T04:00:00Z,197
Buffer IO,2018-02-02T05:00:00Z,423078
Buffer Latch,2018-02-02T05:00:00Z,24763
CPU,2018-02-02T05:00:00Z,3753219
Latch,2018-02-02T05:00:00Z,131683
Lock,2018-02-02T05:00:00Z,2257229
Memory,2018-02-02T05:00:00Z,38532
Network IO,2018-02-02T05:00:00Z,315
OTHER,2018-02-02T05:00:00Z,20700116
Other Disk IO,2018-02-02T05:00:00Z,649793
Parallelism,2018-02-02T05:00:00Z,1133636
Preemptive,2018-02-02T05:00:00Z,37101
Replication,2018-02-02T05:00:00Z,0
SQL CLR,2018-02-02T05:00:00Z,0
Service Broker,2018-02-02T05:00:00Z,0
Tracing,2018-02-02T05:00:00Z,502
Tran Log IO,2018-02-02T05:00:00Z,1403375
Transaction,2018-02-02T05:00:00Z,0
Worker Thread,2018-02-02T05:00:00Z,17
Buffer IO,2018-02-02T06:00:00Z,240985
Buffer Latch,2018-02-02T06:00:00Z,33682
CPU,2018-02-02T06:00:00Z,2354771
Latch,2018-02-02T06:00:00Z,1489
Lock,2018-02-02T06:00:00Z,1790936
Memory,2018-02-02T06:00:00Z,31482
Network IO,2018-02-02T06:00:00Z,339
OTHER,2018-02-02T06:00:00Z,24944405
Other Disk IO,2018-02-02T06:00:00Z,13130
Parallelism,2018-02-02T06:00:00Z,873961
Preemptive,2018-02-02T06:00:00Z,42609
Replication,2018-02-02T06:00:00Z,0
SQL CLR,2018-02-02T06:00:00Z,0
Service Broker,2018-02-02T06:00:00Z,0
Tracing,2018-02-02T06:00:00Z,593
Tran Log IO,2018-02-02T06:00:00Z,1625160
Transaction,2018-02-02T06:00:00Z,0
Worker Thread,2018-02-02T06:00:00Z,0
Buffer IO,2018-02-02T07:00:00Z,200145
Buffer Latch,2018-02-02T07:00:00Z,38459
CPU,2018-02-02T07:00:00Z,2456564
Latch,2018-02-02T07:00:00Z,2582
Lock,2018-02-02T07:00:00Z,2634056
Memory,2018-02-02T07:00:00Z,30434
Network IO,2018-02-02T07:00:00Z,36
OTHER,2018-02-02T07:00:00Z,20883871
Other Disk IO,2018-02-02T07:00:00Z,9167
Parallelism,2018-02-02T07:00:00Z,806494
Preemptive,2018-02-02T07:00:00Z,33555
Replication,2018-02-02T07:00:00Z,0
SQL CLR,2018-02-02T07:00:00Z,0
Service Broker,2018-02-02T07:00:00Z,0
Tracing,2018-02-02T07:00:00Z,459
Tran Log IO,2018-02-02T07:00:00Z,1395956
Transaction,2018-02-02T07:00:00Z,0
Worker Thread,2018-02-02T07:00:00Z,85
Buffer IO,2018-02-02T08:00:00Z,196349
Buffer Latch,2018-02-02T08:00:00Z,38197
CPU,2018-02-02T08:00:00Z,2617635
Latch,2018-02-02T08:00:00Z,926
Lock,2018-02-02T08:00:00Z,2547882
Memory,2018-02-02T08:00:00Z,32315
Network IO,2018-02-02T08:00:00Z,42
OTHER,2018-02-02T08:00:00Z,22964431
Other Disk IO,2018-02-02T08:00:00Z,5072
Parallelism,2018-02-02T08:00:00Z,892965
Preemptive,2018-02-02T08:00:00Z,38847
Replication,2018-02-02T08:00:00Z,0
SQL CLR,2018-02-02T08:00:00Z,0
Service Broker,2018-02-02T08:00:00Z,0
Tracing,2018-02-02T08:00:00Z,212
Tran Log IO,2018-02-02T08:00:00Z,1510362
Transaction,2018-02-02T08:00:00Z,0
Worker Thread,2018-02-02T08:00:00Z,12
Buffer IO,2018-02-02T09:00:00Z,215401
Buffer Latch,2018-02-02T09:00:00Z,40478
CPU,2018-02-02T09:00:00Z,2559887
Latch,2018-02-02T09:00:00Z,5528
Lock,2018-02-02T09:00:00Z,2712983
Memory,2018-02-02T09:00:00Z,37640
Network IO,2018-02-02T09:00:00Z,55
OTHER,2018-02-02T09:00:00Z,23510796
Other Disk IO,2018-02-02T09:00:00Z,147540
Parallelism,2018-02-02T09:00:00Z,955139
Preemptive,2018-02-02T09:00:00Z,43995
Replication,2018-02-02T09:00:00Z,0
SQL CLR,2018-02-02T09:00:00Z,0
Service Broker,2018-02-02T09:00:00Z,0
Tracing,2018-02-02T09:00:00Z,215
Tran Log IO,2018-02-02T09:00:00Z,1636944
Transaction,2018-02-02T09:00:00Z,0
Worker Thread,2018-02-02T09:00:00Z,110
Buffer IO,2018-02-02T10:00:00Z,192312
Buffer Latch,2018-02-02T10:00:00Z,46033
CPU,2018-02-02T10:00:00Z,2451805
Latch,2018-02-02T10:00:00Z,1216
Lock,2018-02-02T10:00:00Z,3052180
Memory,2018-02-02T10:00:00Z,35294
Network IO,2018-02-02T10:00:00Z,79
OTHER,2018-02-02T10:00:00Z,22934404
Other Disk IO,2018-02-02T10:00:00Z,5595
Parallelism,2018-02-02T10:00:00Z,988891
Preemptive,2018-02-02T10:00:00Z,40581
Replication,2018-02-02T10:00:00Z,0
SQL CLR,2018-02-02T10:00:00Z,0
Service Broker,2018-02-02T10:00:00Z,0
